article:ID;author:string[];author-aux:string;author-orcid:string[];booktitle:string;cdate:date;cdrom:string;cite:string[];cite-label:string[];crossref:string;editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];journal:string;key:string;mdate:date;month:string;note:string[];note-label:string;note-type:string[];number:string;pages:string;publisher:string;publnr:string;publtype:string;sub:string[];sup:string[];title:string;title-bibtex:string;tt:string[];url:string;volume:string;year:int
2155195;Andreas Antoniou|Wu-Sheng Lu|Xiao Wang;;;;;;;;;;;https://doi.org/10.1109/78.869045;;;IEEE Trans. Signal Process.;journals/tsp/WangLA00;2020-03-10;;;;;10;2903-2909;;;;;;Constrained minimum-BER multiuser detection.;;;db/journals/tsp/tsp48.html#WangLA00;48;2000
2159575;Xin Wang;;;;;;;;;;;https://doi.org/10.1109/78.134416;;;IEEE Trans. Signal Process.;journals/tsp/Wang91;2020-03-10;;;;;7;1705-1708;;;;;;NFIR nonlinear filter.;;;db/journals/tsp/tsp39.html#Wang91;39;1991
2159875;Marc Ebner;;0000-0003-2725-2454;;;;;;;;;https://doi.org/10.1007/s10710-006-7013-2;;;Genet. Program. Evolvable Mach.;journals/gpem/Ebner06;2021-10-14;;;;;1;103-123;;;;;;Coevolution and the Red Queen effect shape virtual plants.;;;db/journals/gpem/gpem7.html#Ebner06;7;2006
2160773;Daniel Dobos|Kathryn T. Stolee|Sebastian G. Elbaum;;;;;;;;;;;https://doi.org/10.1145/2581377|https://www.wikidata.org/entity/Q110511330;;;ACM Trans. Softw. Eng. Methodol.;journals/tosem/StoleeED14;2022-03-16;;;;;3;26:1-26:45;;;;;;Solving the Search for Source Code.;;;db/journals/tosem/tosem23.html#StoleeED14;23;2014
2163409;Alfredo Navarra|Michele Flammini|Ralf Klasing|Stephane Perennes;;0000-0001-8547-5934|0000-0003-0327-3728;;;;;;;;;https://doi.org/10.1007/s11276-006-0007-4;;;Wirel. Networks;journals/winet/FlamminiKNP08;2020-06-18;;;;;5;659-669;;;;;;Tightening the upper bound for the minimum energy broadcasting.;;;db/journals/winet/winet14.html#FlamminiKNP08;14;2008
2164104;Jinwoo Park|Kyounghee Lee|Sungkuen Lee|Taehyung Lim|Youchan Jeon;;;;;;;;;;;https://doi.org/10.1007/s11276-009-0223-9;;;Wirel. Networks;journals/winet/LeeJLLP10;2020-06-18;;;;;6;1707-1722;;;;;;A wireless access network based on WDM-PON for HMIPv6 mobility support.;;;db/journals/winet/winet16.html#LeeJLLP10;16;2010
2171856;Xing Gao;;0000-0002-5397-3979;;;;;;;;;https://doi.org/10.1287/deca.2019.0390;;;Decis. Anal.;journals/da/Gao20;2020-07-22;;;;;1;56-73;;;;;;Open Source or Closed Source? A Competitive Analysis with Software Security.;;;db/journals/da/da17.html#Gao20;17;2020
2174282;Peter Oswald|Zhangxin Chen;;;;;;;;;;;https://doi.org/10.1090/S0025-5718-98-00920-X;oa;;Math. Comput.;journals/moc/ChenO98;2021-02-17;;;;;222;667-693;;;;1;;Multigrid and multilevel methods for nonconforming Q;;;db/journals/moc/moc67.html#ChenO98;67;1998
2185065;W. Morven Gentleman;;;;;;;;;;;https://doi.org/10.1145/355602.361311;;;Commun. ACM;journals/cacm/Gentleman72a;2018-11-06;;;;;5;343-346;;;;;;Implementing Clenshaw-Curtis Quadrature, II Computing the Cosine Transformation.;;;db/journals/cacm/cacm15.html#Gentleman72a;15;1972
2190391;Frantz Rowe|Jean-Loup Richet|Ojelanki K. Ngwenyama;;0000-0001-7124-430X|0000-0002-6595-5460;;;;;;;;;https://doi.org/10.1080/0960085X.2020.1803155;;;Eur. J. Inf. Syst.;journals/ejis/RoweNR20;2020-12-31;;;;;5;545-562;;;;;;Contact-tracing apps and alienation in the age of COVID-19.;;;db/journals/ejis/ejis29.html#RoweNR20;29;2020
2196290;Shu Wang|William F. Smyth;;;;;;;;;;;https://doi.org/10.1142/S0129054109007005;;;Int. J. Found. Comput. Sci.;journals/ijfcs/SmythW09;2017-05-27;;;;;6;985-1004;;;;;;An Adaptive Hybrid Pattern-Matching Algorithm on Indeterminate Strings.;;;db/journals/ijfcs/ijfcs20.html#SmythW09;20;2009
2196970;José Duato|Román García;;;;;;;;;;;https://doi.org/10.1142/S0129054198000118;;;Int. J. Found. Comput. Sci.;journals/ijfcs/GarciaD98;2017-05-27;;;;;2;139-156;;;;;;Suboptimal-Optimal Routing for LAN Internetworking Using Transparent Bridges.;;;db/journals/ijfcs/ijfcs9.html#GarciaD98;9;1998
2197701;Bin Luo 0003|Chuanyi Li|Haiyang Hu|Hongji Yang|Jidong Ge|Victor Chang 0001|Zhongjin Li;;0000-0002-8012-5852|0000-0003-1773-0942;;;;;;;;;https://doi.org/10.1016/j.future.2016.12.017;;;Future Gener. Comput. Syst.;journals/fgcs/LiGLYHLC17;2020-02-19;;;;;;63-78;;;;;;Energy cost minimization with job security guarantee in Internet data center.;;;db/journals/fgcs/fgcs73.html#LiGLYHLC17;73;2017
2197704;Guangfei Zhang|Hua Jing|Huandong Wang|Liwei Chen|Wenxiang Wang|Yipeng Wang 0001;;;;;;;;;;;https://doi.org/10.1016/j.future.2015.08.013;;;Future Gener. Comput. Syst.;journals/fgcs/ChenWWWJZ16;2020-08-09;;;;;;238-246;;;;;;Multiple-combinational-channel: A network architecture for workload balance and deadlock free.;;;db/journals/fgcs/fgcs56.html#ChenWWWJZ16;56;2016
2198025;Gabriele Kotsis|Markus Braun;;0000-0002-4185-2942;;;;;;;;;https://doi.org/10.1016/S0167-739X(99)00076-X;;;Future Gener. Comput. Syst.;journals/fgcs/KotsisB00;2020-12-29;;;;;6;597-607;;;;;;Graph based characterization of distributed applications.;;;db/journals/fgcs/fgcs16.html#KotsisB00;16;2000
2201669;Bilal Afzal|Ejaz Ahmed|Ghalib Asadullah Shah|Muhammad Umair;;;;;;;;;;;https://doi.org/10.1016/j.future.2017.12.002;;;Future Gener. Comput. Syst.;journals/fgcs/AfzalUSA19;2020-02-19;;;;;;718-731;;;;;;Enabling IoT platforms for social IoT applications: Vision, feature mapping, and challenges.;;;db/journals/fgcs/fgcs92.html#AfzalUSA19;92;2019
2202685;Alaa Daoud|Amro Najjar|Ansar-Ul-Haque Yasar|Christophe Nicolle|Elhadi M. Shakshuki|Stéphane Galland|Yazan Mualla;;0000-0002-1542-2658|0000-0002-3640-327X|0000-0002-6772-6135;;;;;;;;;https://doi.org/10.1016/j.future.2019.04.051;;;Future Gener. Comput. Syst.;journals/fgcs/MuallaNDGNYS19;2020-10-26;;;;;;344-364;;;;;;Agent-based simulation of unmanned aerial vehicles in civilian applications: A systematic literature review and research directions.;;;db/journals/fgcs/fgcs100.html#MuallaNDGNYS19;100;2019
2206410;Francesco Rentocchini;;0000-0002-6414-0577;;;;;;;;;https://doi.org/10.1016/j.infoecopol.2010.12.002;;;Inf. Econ. Policy;journals/iepol/Rentocchini11;2020-02-22;;;;;1;141-157;;;;;;Sources and characteristics of software patents in the European Union: Some empirical considerations.;;;db/journals/iepol/iepol23.html#Rentocchini11;23;2011
2207880;Mark Turner 0003;;;;;;;;;;;https://doi.org/10.1016/j.clsr.2009.04.002;;;Comput. Law Secur. Rev.;journals/clsr/Turner09b;2020-09-14;;;;;3;292-296;;;;;;European national news.;;;db/journals/clsr/clsr25.html#Turner09b;25;2009
2208330;Ewart Keep|Rebecca Williams|Vaclav Janecek;;;;;;;;;;;https://doi.org/10.1016/j.clsr.2020.105519;;;Comput. Law Secur. Rev.;journals/clsr/JanecekWK21;2021-05-17;;;;;;105519;;;;;;Education for the provision of technologically enhanced legal services.;;;db/journals/clsr/clsr40.html#JanecekWK21;40;2021
2208526;Kit Burden|Nicola Fulford;;;;;;;;;;;https://doi.org/10.1016/S0267-3649(01)00714-2;;;Comput. Law Secur. Rev.;journals/clsr/BurdenF01;2020-09-23;;;;;4;260-262;;;;;;Case Report - I: The Pendulum Swings... UCTA and Interventionism by the Courts.;;;db/journals/clsr/clsr17.html#BurdenF01;17;2001
2208951;Kah Leng Ter;;;;;;;;;;;https://doi.org/10.1016/j.clsr.2013.03.007;;;Comput. Law Secur. Rev.;journals/clsr/Ter13;2020-09-08;;;;;3;264-273;;;;;;Singapore's Personal Data Protection legislation: Business perspectives.;;;db/journals/clsr/clsr29.html#Ter13;29;2013
2226190;Guy Almes|Matthew J. Zekauskas|Sunil Kalidindi;;;;;;;;;;;https://doi.org/10.17487/RFC2680|https://www.wikidata.org/entity/Q47483080;oa;;RFC;journals/rfc/rfc2680;2019-05-14;September;;;;;1-15;;;informal;;;A One-way Packet Loss Metric for IPPM.;;;db/journals/rfc/rfc2600-2699.html;2680;1999
2229624;H. Vincent Poor|Jarmo Lundén|Visa Koivunen;;;;;;;;;;;https://doi.org/10.1109/MSP.2014.2338894;;;IEEE Signal Process. Mag.;journals/spm/LundenKP15;2017-05-26;;;;;3;123-140;;;;;;Spectrum Exploration and Exploitation for Cognitive Radio: Recent Advances.;;;db/journals/spm/spm32.html#LundenKP15;32;2015
2231204;Hamidreza Rashidy Kanan|Mohammad Shahram Moin|Sara Nazari;;0000-0002-3472-3210;;;;;;;;;https://doi.org/10.1002/sec.1667;;;Secur. Commun. Networks;journals/scn/NazariMK16;2020-09-10;;;;;18;4957-4972;;;;;;A face template protection approach using chaos and GRP permutation.;;;db/journals/scn/scn9.html#NazariMK16;9;2016
2233586;Shaohua Tang|Ting Wang|Yang Tan;;;;;;;;;;;https://doi.org/10.1002/sec.943;;;Secur. Commun. Networks;journals/scn/TanTW14;2020-09-10;;;;;12;2326-2334;;;;;;Adding variables variation to Rainbow-like scheme to enhance its security level against MinRank attack.;;;db/journals/scn/scn7.html#TanTW14;7;2014
2239039;M. J. Coombs;;;;;;;;;;;https://doi.org/10.1016/S0020-7373(84)80011-5;;;Int. J. Man Mach. Stud.;journals/ijmms/Coombs84a;2020-05-15;;;;;3;227;;;;;;Editorial: Developments in Expert Systems (Extension).;;;db/journals/ijmms/ijmms20.html#Coombs84a;20;1984
2241304;Henryk Kotlarski|Zygmunt Ratajczyk;;;;;;;;;;;https://doi.org/10.1016/0168-0072(90)90035-Z;;;Ann. Pure Appl. Log.;journals/apal/KotlarskiR90;2020-02-21;;;;;3;199-223;;;;;;Inductive Full Satisfaction Classes.;;;db/journals/apal/apal47.html#KotlarskiR90;47;1990
2245287;Chunlin Li|Layuan Li|Youlong Luo;;;;;;;;;;;https://doi.org/10.1007/s10489-012-0397-1;;;Appl. Intell.;journals/apin/LiLL13;2017-05-17;;;;;1;121-131;;;;;;Agent based sensors resource allocation in sensor grid.;;;db/journals/apin/apin39.html#LiLL13;39;2013
2246560;Jianming Zhu|Lizhou Feng|Youwei Wang;;;;;;;;;;;https://doi.org/10.1007/s10489-017-1010-4;;;Appl. Intell.;journals/apin/WangFZ18;2018-03-14;;;;;4;868-885;;;;;;Novel artificial bee colony based feature selection method for filtering redundant information.;;;db/journals/apin/apin48.html#WangFZ18;48;2018
2248698;Paramate Horkaew|Supattra Puttinaovarat;;0000-0001-8597-3538|0000-0003-0879-7125;;;;;;;;;https://doi.org/10.1007/s12145-019-00387-y;;;Earth Sci. Informatics;journals/esi/PuttinaovaratH19;2020-09-08;;;;;4;429-446;;;;;;Deep and machine learnings of remotely sensed imagery and its multi-band visual features for detecting oil palm plantation.;;;db/journals/esi/esi12.html#PuttinaovaratH19;12;2019
2248713;Bangtao Sun|Dongli Li|Qiang Li|Shibo Yu|Wanghua Sui;;0000-0001-7004-1877;;;;;;;;;https://doi.org/10.1007/s12145-021-00730-2;;;Earth Sci. Informatics;journals/esi/LiSSLY22;2022-02-23;;;;;1;397-411;;;;;;Application of TOPSIS water abundance comprehensive evaluation method for karst aquifers in a lead zinc mine, China.;;;db/journals/esi/esi15.html#LiSSLY22;15;2022
2251620;Angelo Martinez|Edward W. Tunstel|Mo M. Jamshidi;;;;;;;;;;;https://doi.org/10.1017/S0263574700016866;;;Robotica;journals/robotica/MartinezTJ94;2020-04-07;;;;;6;521-527;;;;;;Fuzzy logic based collision avoidance for a mobile robot.;;;db/journals/robotica/robotica12.html#MartinezTJ94;12;1994
2255410;Tao Bian|Zhong-Ping Jiang;;;;;;;;;;;https://doi.org/10.1109/JAS.2019.1911390;;;IEEE CAA J. Autom. Sinica;journals/ieeejas/BianJ19;2019-10-17;;;;;2;433-440;;;;;;Reinforcement learning for linear continuous-time systems: an incremental learning approach.;;;db/journals/ieeejas/ieeejas6.html#BianJ19;6;2019
2261512;Mashhour M. Bani Amer;;;;;;;;;;;https://doi.org/10.1504/IJMEI.2010.036313;;;Int. J. Medical Eng. Informatics;journals/ijmei/Amer10;2021-11-19;;;;;4;417-425;;;;;;Reliable design of digitally programmable gain amplifier for ultrasound diagnostic applications.;;;db/journals/ijmei/ijmei2.html#Amer10;2;2010
2270545;Alexander N. Bubennikov|Andrey V. Zykov;;;;;;;;;;;https://doi.org/10.1016/S0026-2714(00)00092-5;;;Microelectron. Reliab.;journals/mr/BubennikovZ01;2020-02-22;;;;;2;219-228;;;;;;Investigations of impact ionization phenomena in advanced transistors and speed-power improvement of BiMOS SRAM cells based on reverse base current effect.;;;db/journals/mr/mr41.html#BubennikovZ01;41;2001
2277138;Mohammad Mannan|Paul C. van Oorschot|Robert Biddle|Tara Whalen;;0000-0002-5038-5370;;;;;;;;;https://doi.org/10.1109/TIFS.2011.2116781;;;IEEE Trans. Inf. Forensics Secur.;journals/tifs/BiddleMOW11;2020-08-06;;;;;3-2;970-979;;;;;;User Study, Analysis, and Usable Security of Passwords Based on Digital Objects.;;;db/journals/tifs/tifs6.html#BiddleMOW11;6;2011
2280442;Ernst Terhardt;;;;;;;;;;;https://doi.org/10.1007/BF00288923|https://www.wikidata.org/entity/Q50671111;;;Kybern.;journals/bc/Terhardt66;2020-05-18;;;;;3;136-143;;;;;;Beitrag zur automatischen Erkennung gesprochener Ziffern.;;;db/journals/bc/bc3.html#Terhardt66;3;1966
2281239;F. F. Hiltz;;;;;;;;;;;https://doi.org/10.1007/BF00271676|https://www.wikidata.org/entity/Q79523889;;;Kybern.;journals/bc/Hiltz63;2020-05-30;;;;;6;231-236;;;;;;Artificial neuron.;;;db/journals/bc/bc1.html#Hiltz63;1;1963
2281439;Réjean Plamondon;;;;;;;;;;;https://doi.org/10.1007/BF00199060;oa;;Biol. Cybern.;journals/bc/Plamondon95a;2020-09-17;;;;;1;95;;;;;;Errata: A kinematic theory of rapid human movements, Part II.;;;db/journals/bc/bc73.html#Plamondon95a;73;1995
2284218;Pavica Sheldon;;0000-0001-7323-9547;;;;;;;;;https://doi.org/10.1027/1864-1105.20.2.67;;;J. Media Psychol. Theor. Methods Appl.;journals/zmp/Sheldon08;2020-04-01;;;;;2;67-75;;;;;;The Relationship Between Unwillingness-to-Communicate and Students' Facebook Use.;;;db/journals/zmp/zmp20.html#Sheldon08;20;2008
2285433;Feilong Cao|Jianwei Zhao 0004|Kankan Dai;;0000-0002-1690-5694;;;;;;;;;https://doi.org/10.1016/j.engappai.2015.03.010;;;Eng. Appl. Artif. Intell.;journals/eaai/DaiZC15;2021-05-11;;;;;;57-66;;;;;;A novel algorithm of extended neural networks for image recognition.;;;db/journals/eaai/eaai42.html#DaiZC15;42;2015
2287153;Parag C. Pendharkar;;;;;;;;;;;https://doi.org/10.1016/j.engappai.2013.01.001;;;Eng. Appl. Artif. Intell.;journals/eaai/Pendharkar13;2020-02-20;;;;;5-6;1503-1511;;;;;;Scatter search based interactive multi-criteria optimization of fuzzy objectives for coal production planning.;;;db/journals/eaai/eaai26.html#Pendharkar13;26;2013
2294136;Milan Petrík|Peter Sarkoci;;0000-0002-7579-9174;;;;;;;;;https://doi.org/10.1016/j.fss.2012.01.008;;;Fuzzy Sets Syst.;journals/fss/PetrikS12;2020-02-19;;;;;;100-109;;;;;;Associativity of triangular norms characterized by the geometry of their level sets.;;;db/journals/fss/fss202.html#PetrikS12;202;2012
2296661;Enya Shen|Liang Zeng 0001|Sikun Li|Wenke Wang|Xun Cai;;;;;;;;;;;https://doi.org/10.1007/s12650-014-0237-y;;;J. Vis.;journals/jvis/ShenLCZW15;2021-08-11;;;;;2;369-379;;;;;;SAVE: saliency-assisted volume exploration.;;;db/journals/jvis/jvis18.html#ShenLCZW15;18;2015
2297973;Cheng-Da Yang|Chia-Wei Wang|Chun-Chi Lee|Hsin-Sheng Huang;;;;;;;;;;;https://doi.org/10.4236/ijcns.2008.14036;oa;;Int. J. Commun. Netw. Syst. Sci.;journals/ijcns/LeeHYW08;2020-10-02;;;;;4;295-300;;;;;;An Experimental Study of the Printed-Circuit Elliptic Dipole Antenna with 1.5-16 GHz Bandwidth.;;;db/journals/ijcns/ijcns1.html#LeeHYW08;1;2008
2303945;Ali Hussain|Miss Laiha Mat Kiah|Muneer Ahmad|Nor Badrul Anuar|Rafidah Md Noor;;;;;;;;;;;https://doi.org/10.1166/jmihi.2020.3178;;;J. Medical Imaging Health Informatics;journals/jmihi/HussainKANA20;2021-03-24;;;;;10;2404-2420;;;;;;Performance and Security Challenges Digital Rights Management (DRM) Approaches Using Fog Computing for Data Provenance: A Survey.;;;db/journals/jmihi/jmihi10.html#HussainKANA20;10;2020
2305537;Adrian David Cheok|Hooman Aghaebrahimi Samani|Owen Noel Newton Fernando;;0000-0001-6316-2339|0000-0003-1494-2798;;;;;;;;;https://doi.org/10.1145/1998376.1998377;;;Comput. Entertain.;journals/cie/SamaniCF11;2021-04-09;;;;;2;6:1-6:14;;;;;;An affective interactive audio interface for Lovotics.;;;db/journals/cie/cie9.html#SamaniCF11;9;2011
2306584;Anne Merete Lyngroes Fladmose|Kristian Møhler Sørensen|Tove Faber Frandsen;;0000-0001-6569-390X|0000-0002-2917-0076|0000-0002-8983-5009;;;;;;;;;https://doi.org/10.1108/JD-10-2020-0182;;;J. Documentation;journals/jd/FrandsenSF21;2021-10-14;;;;;5;1128-1141;;;;;;Library stories: a systematic review of narrative aspects within and around libraries.;;;db/journals/jd/jd77.html#FrandsenSF21;77;2021
2306971;;;;;;;;;;;;https://doi.org/10.1108/jd.2011.27867faa.003|https://www.wikidata.org/entity/Q58627604;;;J. Documentation;journals/jd/X11a;2020-09-06;;;;;6;;;;;;;Letter to the editor.;;;db/journals/jd/jd67.html#X11a;67;2011
2308274;Anne-Kathrin Peters;;;;;;;;;;;https://doi.org/10.1145/3230011;;;ACM Trans. Comput. Educ.;journals/jeric/Peters19;2020-03-06;;;;;1;5:1-5:28;;;;;;Students' Experience of Participation in a Discipline - A Longitudinal Study of Computer Science and IT Engineering Students.;;;db/journals/jeric/toce19.html#Peters19;19;2019
2308642;Shelemyahu Zacks;;;;;;;;;;;https://doi.org/10.1142/S2425038416500048;;;Encycl. Semantic Comput. Robotic Intell.;journals/escri/Zacks17;2019-12-19;;;;;1;1650004:1-1650004:6;;;;;;Two-stage and sequential sampling for estimation and testing with prescribed precision.;;;db/journals/escri/escri1.html#Zacks17;1;2017
2308840;Lukas Prokop 0002|Peter Pessl;;;;;;;;;;;https://doi.org/10.46586/tches.v2021.i2.37-60;oa;;IACR Trans. Cryptogr. Hardw. Embed. Syst.;journals/tches/PesslP21;2021-11-05;;;;;2;37-60;;;;;;Fault Attacks on CCA-secure Lattice KEMs.;;;db/journals/tches/tches2021.html#PesslP21;2021;2021
2309403;Sylvain Lippi;;;;;;;;;;;https://doi.org/10.1007/s10990-007-9011-3;;;High. Order Symb. Comput.;journals/lisp/Lippi07;2020-03-05;;;;;3;295-318;;;;;;The graphical Krivine machine.;;;db/journals/lisp/lisp20.html#Lippi07;20;2007
2310783;Ding Fu|Jie Yang 0026|Limin Jia 0002|Yong Qin 0002|Yunxiao Fu;;0000-0001-5125-2265;;;;;;;;;https://doi.org/10.3390/e18070242;oa;;Entropy;journals/entropy/FuJQYF16;2020-08-17;;;;;7;242;;;;;;Fast EEMD Based AM-Correntropy Matrix and Its Application on Roller Bearing Fault Diagnosis.;;;db/journals/entropy/entropy18.html#FuJQYF16;18;2016
2316114;Kaloyan Zlatanov|Nikolay Vitanov;;0000-0001-9640-2220;;;;;;;;;https://doi.org/10.3390/e23070891;oa;;Entropy;journals/entropy/ZlatanovV21;2021-07-29;;;;;7;891;;;;;;Multilevel Laser Induced Continuum Structure.;;;db/journals/entropy/entropy23.html#ZlatanovV21;23;2021
2322688;Christian Kelm|Gerald Ulbricht|Gerd Kilian|Jakob Kneißl;;;;;;;;;;;https://doi.org/10.1007/s11265-017-1250-x;;;J. Signal Process. Syst.;journals/vlsisp/UlbrichtKKK17;2020-03-12;;;;;1;191-208;;;;;;Increasing SDR Receiver Dynamic Range by ADC Diversity.;;;db/journals/vlsisp/vlsisp89.html#UlbrichtKKK17;89;2017
2323208;Rajanish K. Kamat|Rajanish S. Kamath|Tukaram D. Dongale;;;;;;;;;;;https://doi.org/10.4018/ijqaete.2012100102;;;Int. J. Qual. Assur. Eng. Technol. Educ.;journals/ijqaete/KamathDK12;2020-07-30;;;;;4;16-24;;;;;;Development of Virtual Reality Tool for Creative Learning in Architectural Education.;;;db/journals/ijqaete/ijqaete2.html#KamathDK12;2;2012
2326256;Alexander A. Razborov;;;;;;;;;;;https://doi.org/10.1145/1233481.1233482;;;SIGACT News;journals/sigact/Razborov07;2018-11-06;;;;;1;70-71;;;;;;Eulogy: Michael (Misha) Alekhnovich 1978-2006.;;;db/journals/sigact/sigact38.html#Razborov07;38;2007
2329561;Gwang-Mi Choi|Hyeong-Gyun Kim|Su-Young Park;;;;;;;;;;;http://www.koreascience.or.kr/article/ArticleFullRecord.jsp?cn=E1ICAW_2004_v2n3_182;oa;;J. Inform. and Commun. Convergence Engineering;journals/jicce/ChoiPK04;2021-02-16;;;;;3;182-186;;;;;;Design On Secure Messenger Mechanism Using Elliptic Curve Cryptography and IPSec.;;;db/journals/jicce/jicce2.html#ChoiPK04;2;2004
2333003;Charanjit S. Jutla|David Cash|Hugo Krawczyk|Joseph Jaeger|Marcel-Catalin Rosu|Michael Steiner 0001|Stanislaw Jarecki;;;;;;;;;;;http://eprint.iacr.org/2014/853;oa;;IACR Cryptol. ePrint Arch.;journals/iacr/CashJJJKRS14;2020-05-23;;;;;;853;;;informal;;;Dynamic Searchable Encryption in Very-Large Databases: Data Structures and Implementation.;;;db/journals/iacr/iacr2014.html#CashJJJKRS14;2014;2014
2336540;Iwan M. Duursma|Negar Kiyavash;;;;;;;;;;;http://eprint.iacr.org/2005/031;oa;;IACR Cryptol. ePrint Arch.;journals/iacr/DuursmaK05;2020-05-11;;;;;;31;;;informal;;;The Vector Decomposition Problem for Elliptic and Hyperelliptic Curves.;;;db/journals/iacr/iacr2005.html#DuursmaK05;2005;2005
2336950;Christoph Dobraunig|Florian Mendel|Hannes Groß|Maria Eichlseder|Robert Primas|Stefan Mangard;;;;;;;;;;;https://eprint.iacr.org/2018/357;oa;;IACR Cryptol. ePrint Arch.;journals/iacr/DobraunigEGMMP18;2020-05-11;;;;;;357;;;informal;;;Statistical Ineffective Fault Attacks on Masked AES with Fault Countermeasures.;;;db/journals/iacr/iacr2018.html#DobraunigEGMMP18;2018;2018
2339458;T. D. B. Weerasinghe;;;;;;;;;;;http://eprint.iacr.org/2014/175;oa;;IACR Cryptol. ePrint Arch.;journals/iacr/Weerasinghe14b;2020-05-11;;;;;;175;;;informal;;;Secrecy and Performance Analysis of Symmetric Key Encryption Algorithms.;;;db/journals/iacr/iacr2014.html#Weerasinghe14b;2014;2014
2339975;Joan Boyar|Magnus Find|René Peralta;;;;;;;;;;;http://eprint.iacr.org/2013/633;oa;;IACR Cryptol. ePrint Arch.;journals/iacr/BoyarFP13;2020-05-11;;;;;;633;;;informal;;;Four Measures of Nonlinearity.;;;db/journals/iacr/iacr2013.html#BoyarFP13;2013;2013
2342149;;;;;;;;;;;;http://eprint.iacr.org/2014/241;oa;;IACR Cryptol. ePrint Arch.;journals/iacr/ZhangZF14;2020-05-11;;;;;;241;;;informal withdrawn;;;A New Way to Prevent UKS Attacks Using Trusted Computing.;;;db/journals/iacr/iacr2014.html#ZhangZF14;2014;2014
2343176;Alexander Maximov|Patrik Ekdahl;;;;;;;;;;;https://eprint.iacr.org/2019/802;oa;;IACR Cryptol. ePrint Arch.;journals/iacr/MaximovE19;2020-05-11;;;;;;802;;;informal;;;New Circuit Minimization Techniques for Smaller and Faster AES SBoxes.;;;db/journals/iacr/iacr2019.html#MaximovE19;2019;2019
2346672;Huijia Lin;;;;;;;;;;;http://eprint.iacr.org/2016/1096;oa;;IACR Cryptol. ePrint Arch.;journals/iacr/Lin16a;2020-05-11;;;;;;1096;;;informal;;;Indistinguishability Obfuscation from DDH on 5-linear Maps and Locality-5 PRGs.;;;db/journals/iacr/iacr2016.html#Lin16a;2016;2016
2350371;Renyuan Zhang|Tati Erlina|Yasuhiko Nakashima;;;;;;;;;;;http://search.ieice.org/bin/summary.php?id=e104-c_5_153;;;IEICE Trans. Electron.;journals/ieicetc/ErlinaZN21;2021-05-17;;;;;5;153-163;;;;;;A Feasibility Study of Multi-Domain Stochastic Computing Circuit.;;;db/journals/ieicetc/ieicetc104.html#ErlinaZN21;104-C;2021
2351757;Hong Zhang 0027|Paul Georgescu;;0000-0002-7302-2070;;;;;;;;;https://doi.org/10.1016/j.mcm.2009.12.020;oa;;Math. Comput. Model.;journals/mcm/ZhangG10;2021-02-17;;;;;1-2;37-54;;;;;;The global properties of an age-dependent SI model involving pathogenic virus release and defence mechanisms for pests.;;;db/journals/mcm/mcm52.html#ZhangG10;52;2010
2360563;Audris Mockus|David M. Weiss 0001;;;;;;;;;;;https://doi.org/10.1002/bltj.2229;;;Bell Labs Tech. J.;journals/bell/MockusW00;2021-01-14;;;;;2;169-180;;;;;;Predicting risk of software changes.;;;db/journals/bell/bell5.html#MockusW00;5;2000
2361695;Howard D. White;;;;;;;;;;;https://doi.org/10.1087/2009315;;;Learn. Publ.;journals/lp/White09;2020-07-16;;;;;3;253-254;;;;;;Letter to the Editors.;;;db/journals/lp/lp22.html#White09;22;2009
2374460;Bojan Cukic|Edgar Fuller|Sampath Yerramalla|Srikanth Gururajan|Yan Liu 0003;;0000-0001-7130-9054|0000-0003-4130-090X;;;;;;;;;https://doi.org/10.1016/j.jss.2006.03.048;;;J. Syst. Softw.;journals/jss/LiuCFYG06;2020-02-24;;;;;11;1527-1540;;;;;;Monitoring techniques for an online neuro-adaptive controller.;;;db/journals/jss/jss79.html#LiuCFYG06;79;2006
2375204;Kan Wang|Yongjian Hu|Zhe-Ming Lu;;;;;;;;;;;https://doi.org/10.1016/j.jss.2013.03.102;;;J. Syst. Softw.;journals/jss/HuWL13a;2020-02-24;;;;;8;2166-2173;;;;;;An improved VLC-based lossless data hiding scheme for JPEG images.;;;db/journals/jss/jss86.html#HuWL13a;86;2013
2377574;Johan van Benthem|Robert van Rooy;;;;;;;;;;;https://doi.org/10.1023/A:1025026116766;;;J. Log. Lang. Inf.;journals/jolli/BenthemR03;2020-09-17;;;;;4;375-379;;;;;;Connecting the Different Faces of Information.;;;db/journals/jolli/jolli12.html#BenthemR03;12;2003
2378772;Kurt N. Molholm;;;;;;;;;;;https://doi.org/10.3233/ISU-2004-24102;;;Inf. Serv. Use;journals/isu/Molholm04;2020-05-11;;;;;1;5-18;;;;;;Is what's past, Prologue?;;;db/journals/isu/isu24.html#Molholm04;24;2004
2380160;Joel W. Burdick|Matanya B. Horowitz|Yoke Peng Leong;;0000-0001-8560-8856;;;;;;;;;https://doi.org/10.1137/16M105767X|https://www.wikidata.org/entity/Q59947190;;;SIAM J. Control. Optim.;journals/siamco/LeongHB16;2020-07-09;;;;;6;3106-3125;;;;;;Linearly Solvable Stochastic Control Lyapunov Functions.;;;db/journals/siamco/siamco54.html#LeongHB16;54;2016
